"id","assigned_to_cluster","timestamp","lon","lat",
"1901",10,"2016-09-21 01:08:43",-43.2093726,-22.9110136,
"1900",4,"2016-09-21 01:53:49",-51.1873548,-30.0051637,
"1899",NA,"2016-09-21 11:32:49",-103.3469981,20.676143,
"1898",NA,"2016-09-21 14:22:52",-68.6730602,18.4301115,
"1897",NA,"2016-09-21 15:10:45",-67.5681359,-39.0791513,
"1896",NA,"2016-09-21 15:34:04",-66.1109317,8.0018709,
"1895",2,"2016-09-21 16:19:28",-58.580906,-34.4226933,
"1894",7,"2016-09-21 16:59:11",-49.2712361,-25.4295696,
"1893",7,"2016-09-21 17:25:18",-48.5251853,-25.5121903,
"1892",NA,"2016-09-21 17:53:13",-103.3911246,20.7211036,
"1891",NA,"2016-09-21 18:17:47",-99.4177777597143,19.2587373,
"1890",10,"2016-09-21 18:41:55",-43.2093726,-22.9110136,
"1889",10,"2016-09-21 20:33:24",-43.5552282,-22.7155938,
"1888",2,"2016-09-21 22:05:41",-57.9537637,-34.9206796,
"1887",1,"2016-09-21 22:06:28",-64.1833189,-31.417339,
"1886",2,"2016-09-21 22:14:45",-58.4375796,-34.6075797,
"1885",NA,"2016-09-21 22:53:00",-70.5363078,9.5721534,
"1884",NA,"2016-09-21 23:23:55",-93.0787342831472,18.23790195,
"1883",10,"2016-09-22 00:12:54",-44.1040127,-22.5225496,
"1882",3,"2016-09-22 01:02:24",-58.8328657,-27.4720341,
"1881",NA,"2016-09-22 01:50:46",-65.4101932,-24.7893822,
"1880",NA,"2016-09-22 20:02:36",-100.238895195087,21.3863845,
"1879",NA,"2016-09-22 20:53:17",-77.0259063168439,-12.12149795,
"1878",NA,"2016-09-22 21:25:50",-75.5735529,6.2443382,
"1877",11,"2016-09-22 22:30:28",-40.62637,-19.54786,
"1876",8,"2016-09-22 23:08:31",-46.6333823,-23.5506506,
"1875",10,"2016-09-23 02:40:12",-43.2093726,-22.9110136,
"1874",2,"2016-09-23 02:56:01",-58.6217415,-34.6510526,
"1873",3,"2016-09-23 04:01:29",-58.9865645,-27.4511042,
"1872",3,"2016-09-23 04:02:40",-58.9865645,-27.4511042,
"1871",2,"2016-09-23 04:32:51",-58.4375796,-34.6075797,
"1870",NA,"2016-09-23 04:48:02",-60.4289717,-24.5955305,
"1869",1,"2016-09-23 05:03:13",-60.6430356770138,-31.64727895,
"1868",NA,"2016-09-23 05:23:29",-74.085237657545,4.63874255,
"1867",2,"2016-09-23 05:52:50",-58.4375796,-34.6075797,
"1866",NA,"2016-09-23 06:44:35",-93.1883585891972,18.3623055,
"1865",9,"2016-09-23 06:56:01",-48.3065806,-18.3867318,
"1864",9,"2016-09-23 06:56:47",-48.3065806,-18.3867318,
"1863",6,"2016-09-23 13:42:50",-51.9382845,-23.425104,
"1862",8,"2016-09-23 15:55:24",-46.6333823,-23.5506506,
"1861",NA,"2016-09-23 16:15:25",-53.1999999,-10.3333332,
"1860",NA,"2016-09-23 16:20:28",-92.7747840052769,18.0271663,
"1859",NA,"2016-09-23 16:24:42",-99.2912448087765,19.47436575,
"1858",NA,"2016-09-23 16:56:34",-74.085237657545,4.63874255,
"1857",NA,"2016-09-23 17:48:25",-74.6550166,5.4648005,
"1856",NA,"2016-09-23 18:15:35",-97.9999999,18.833333,
"1855",11,"2016-09-23 18:58:42",-43.9450947,-19.9227317,
"1854",3,"2016-09-23 20:57:06",-58.9865645,-27.4511042,
"1853",NA,"2016-09-23 21:17:54",-63.4668976,-41.1599622,
"1852",10,"2016-09-23 21:53:42",-43.2093726,-22.9110136,
"1851",8,"2016-09-23 21:56:07",-46.6333823,-23.5506506,
"1850",NA,"2016-09-23 22:39:17",-57.5482702,-37.9977224,
"1849",2,"2016-09-23 22:48:03",-58.4375796,-34.6075797,
"1848",NA,"2016-09-23 23:09:15",-75.5735529,6.2443382,
"1847",NA,"2016-09-23 23:17:09",-76.1233797193955,4.06397,
"1846",NA,"2016-09-23 23:30:45",-66.1109317,8.0018709,
"1845",NA,"2016-09-24 00:36:46",-65.4101932,-24.7893822,
"1844",NA,"2016-09-24 01:05:01",-68.9640917594077,12.1845,
"1843",10,"2016-09-24 01:30:39",-43.2093726,-22.9110136,
"1842",NA,"2016-09-24 02:11:00",-94.1623629522383,18.0899541,
"1841",10,"2016-09-24 04:18:45",-42.0189226,-22.8804368,
"1840",NA,"2016-09-24 04:46:03",-61.5650443,16.2490067,
"1839",10,"2016-09-24 04:59:16",-43.2093726,-22.9110136,
"1838",NA,"2016-09-24 05:29:21",-96.9238792,19.5274085,
"1837",10,"2016-09-24 05:37:05",-40.3016326,-20.2996825,
"1836",2,"2016-09-24 05:44:03",-56.0201524,-32.8755547,
"1835",NA,"2016-09-24 05:44:30",-96.9238792,19.5274085,
"1834",NA,"2016-09-24 06:06:17",-94.3777590645784,18.1367924,
"1833",7,"2016-09-24 06:28:14",-48.5251853,-25.5121903,
"1832",NA,"2016-09-24 06:41:27",-92.7747840052769,18.0271663,
"1831",NA,"2016-09-24 13:31:00",-99.8471242,16.8512622,
"1830",10,"2016-09-24 13:57:22",-43.3501128,-21.7609532,
"1829",NA,"2016-09-24 15:27:32",-97.9999999,18.833333,
"1828",2,"2016-09-24 16:26:04",-58.4375796,-34.6075797,
"1827",NA,"2016-09-24 17:05:22",-103.9999999,19.166667,
"1826",NA,"2016-09-24 17:13:20",-92.483122032414,17.95078635,
"1825",NA,"2016-09-24 20:00:47",-37.0774654,-10.916206,
"1824",10,"2016-09-24 20:14:02",-43.4138221,-22.8080113,
"1823",NA,"2016-09-24 20:39:38",-51.0693237,0.0460699,
"1822",NA,"2016-09-24 20:50:02",-38.312769,-12.8924199,
"1821",NA,"2016-09-24 22:13:50",-92.7747840052769,18.0271663,
"1820",3,"2016-09-24 22:13:57",-55.8333329,-26.8333329,
"1819",NA,"2016-09-24 22:17:47",-78.7333329,0.35,
"1818",10,"2016-09-24 23:02:19",-43.2093726,-22.9110136,
"1817",11,"2016-09-24 23:36:44",-43.9450947,-19.9227317,
"1816",NA,"2016-09-24 23:39:51",-63.7542759,-35.6635984,
"1815",4,"2016-09-25 01:01:05",-51.9799161,-31.3658951,
"1814",11,"2016-09-25 03:54:16",-44.0840952,-19.9132748,
"1813",11,"2016-09-25 04:00:55",-42.6436107,-19.5771394,
"1812",NA,"2016-09-25 04:39:54",-84.8700307,12.3724928,
"1811",NA,"2016-09-25 05:15:59",-91.4129737779021,18.4525195,
"1810",6,"2016-09-25 06:15:29",-54.6162946,-20.4640172,
"1809",10,"2016-09-25 06:41:47",-40.4984616,-20.6718754,
"1808",11,"2016-09-25 07:01:11",-42.6282685,-19.5200066,
"1807",NA,"2016-09-25 07:50:11",-38.5217988,-3.7304511,
"1806",NA,"2016-09-25 07:55:51",-38.4812771,-12.9822498,
"1805",10,"2016-09-25 14:27:44",-43.2093726,-22.9110136,
"1804",NA,"2016-09-25 14:42:25",-74.085237657545,4.63874255,
"1803",1,"2016-09-25 16:48:51",-60.6430356770138,-31.64727895,
"1802",2,"2016-09-25 16:57:52",-56.0201524,-32.8755547,
"1801",4,"2016-09-25 17:49:40",-51.2304999,-30.0329999,
"1800",NA,"2016-09-25 19:32:44",-92.7747840052769,18.0271663,
"1799",11,"2016-09-25 19:37:18",-40.0612212,-19.3816943,
"1798",NA,"2016-09-25 19:46:17",-70.4054309,18.9383504,
"1797",10,"2016-09-25 20:40:34",-43.4138221,-22.8080113,
"1796",2,"2016-09-25 20:57:32",-58.2783223,-34.8044383,
"1795",10,"2016-09-25 21:13:46",-43.1926129,-22.5199629,
"1794",2,"2016-09-25 22:25:14",-58.4375796,-34.6075797,
"1793",7,"2016-09-25 22:25:30",-48.6658839,-28.2283669,
"1792",NA,"2016-09-26 00:31:32",-44.0559508,-2.5609114,
"1791",10,"2016-09-26 00:46:48",-43.2093726,-22.9110136,
"1790",6,"2016-09-26 01:45:13",-51.9382845,-23.425104,
"1789",10,"2016-09-26 01:56:41",-43.2093726,-22.9110136,
"1788",10,"2016-09-26 21:23:21",-43.2093726,-22.9110136,
"1787",NA,"2016-09-26 22:14:57",-65.4101932,-24.7893822,
"1786",2,"2016-09-26 23:12:35",-58.4375796,-34.6075797,
"1785",2,"2016-09-26 23:56:13",-58.4375796,-34.6075797,
"1784",3,"2016-09-27 00:25:41",-55.8939676,-27.3664866,
"1783",9,"2016-09-27 00:45:16",-49.4876202,-16.6549923,
"1782",8,"2016-09-27 01:19:10",-45.7076449,-23.0992039,
"1781",NA,"2016-09-27 02:14:58",-70.6285898939615,-33.4936494,
"1780",8,"2016-09-27 02:21:42",-47.0608299,-22.9055599,
"1779",3,"2016-09-27 03:17:24",-55.8939676,-27.3664866,
"1778",8,"2016-09-27 03:54:31",-46.6333823,-23.5506506,
"1777",NA,"2016-09-27 06:25:00",-70.3117262,-18.0899811,
"1776",10,"2016-09-27 06:52:10",-43.4138221,-22.8080113,
"1775",NA,"2016-09-27 11:26:32",-35.7339263,-9.6476842,
"1774",10,"2016-09-27 11:58:27",-43.1154551,-22.883237,
"1773",8,"2016-09-27 12:38:38",-46.8764611,-23.5112183,
"1772",NA,"2016-09-27 13:20:22",-66.1109317,8.0018709,
"1771",NA,"2016-09-27 14:24:01",-65.2592282,-26.7343205,
"1770",NA,"2016-09-27 14:57:56",-39.0460199,-14.7930449,
"1769",8,"2016-09-27 15:08:41",-46.6333823,-23.5506506,
"1768",8,"2016-09-27 15:09:33",-46.6333823,-23.5506506,
"1767",10,"2016-09-27 16:48:52",-43.2093726,-22.9110136,
"1766",2,"2016-09-27 18:12:40",-58.4375796,-34.6075797,
"1765",NA,"2016-09-27 18:28:03",-64.9912285,-17.0568695,
"1764",NA,"2016-09-27 18:46:54",-74.085237657545,4.63874255,
"1763",NA,"2016-09-27 19:21:54",-84.8700307,12.3724928,
"1762",NA,"2016-09-27 19:47:13",-56.6775661,-36.7213328,
"1761",10,"2016-09-27 20:35:19",-43.2093726,-22.9110136,
"1760",10,"2016-09-27 20:39:05",-43.2093726,-22.9110136,
"1759",NA,"2016-09-27 20:42:10",-100.5,22.5000001,
"1758",NA,"2016-09-27 21:00:49",-68.7461816,-43.7128355,
"1757",2,"2016-09-27 22:01:02",-58.4375796,-34.6075797,
"1756",NA,"2016-09-28 00:42:11",-103.3469981,20.676143,
"1755",11,"2016-09-28 01:26:02",-43.9450947,-19.9227317,
"1754",NA,"2016-09-28 01:41:36",-85.5287172,10.5130866,
"1753",11,"2016-09-28 01:44:01",-43.9450947,-19.9227317,
"1752",NA,"2016-09-28 01:48:35",-67.4807525,-45.8653442,
"1751",8,"2016-09-28 23:30:45",-46.6333823,-23.5506506,
"1750",6,"2016-09-28 23:41:46",-51.1595022,-23.3112877,
"1749",NA,"2016-09-29 00:29:26",-81.3066245,8.3096067,
"1748",10,"2016-09-29 00:31:33",-43.2093726,-22.9110136,
"1747",1,"2016-09-29 00:35:02",-60.6615414,-32.9595003,
"1746",7,"2016-09-29 01:45:30",-49.3767751,-26.9569974,
"1745",2,"2016-09-29 02:04:25",-58.4375796,-34.6075797,
"1744",11,"2016-09-29 02:17:34",-43.9450947,-19.9227317,
"1743",NA,"2016-09-29 03:02:15",-57.5482702,-37.9977224,
"1742",NA,"2016-09-29 03:07:28",-48.4682452,-1.4505599,
"1741",7,"2016-09-29 03:17:04",-48.8486725,-26.3044897,
"1740",NA,"2016-09-29 03:56:29",-92.7747840052769,18.0271663,
"1739",NA,"2016-09-29 04:13:03",-92.7747840052769,18.0271663,
"1738",NA,"2016-09-29 04:13:59",-44.0559508,-2.5609114,
"1737",7,"2016-09-29 06:05:42",-49.2712361,-25.4295696,
"1736",NA,"2016-09-29 06:06:33",-63.7017978133472,-22.79346375,
"1735",NA,"2016-09-29 06:32:17",-68.7461816,-43.7128355,
"1734",NA,"2016-09-29 06:38:59",-103.925661301559,19.32658855,
"1733",NA,"2016-09-29 07:03:36",-59.9864061,-3.1319514,
"1732",2,"2016-09-29 11:57:30",-58.4375796,-34.6075797,
"1731",NA,"2016-09-29 12:26:43",-74.085237657545,4.63874255,
"1730",11,"2016-09-29 13:01:15",-43.8107915,-19.8900371,
"1729",NA,"2016-09-29 13:11:34",-75.5735529,6.2443382,
"1728",NA,"2016-09-29 14:16:49",-66.8086249,10.4772529,
"1727",NA,"2016-09-29 15:22:25",-34.8781516,-8.064193,
"1726",8,"2016-09-29 15:38:32",-46.6333823,-23.5506506,
"1725",2,"2016-09-29 16:07:04",-58.4375796,-34.6075797,
"1724",1,"2016-09-29 16:37:20",-64.1833189,-31.417339,
"1723",7,"2016-09-29 16:59:59",-49.3767751,-26.9569974,
"1722",7,"2016-09-29 17:11:13",-49.3767751,-26.9569974,
"1721",NA,"2016-09-29 17:22:13",-48.4682452,-1.4505599,
"1720",11,"2016-09-29 17:49:43",-43.9450947,-19.9227317,
"1719",4,"2016-09-29 19:42:47",-54.9582717,-34.9087161,
"1718",NA,"2016-09-29 19:45:22",-66.0534398736473,18.38423905,
"1717",6,"2016-09-29 20:00:37",-54.6162946,-20.4640172,
"1716",11,"2016-09-29 20:15:47",-42.6282685,-19.5200066,
"1715",10,"2016-09-29 21:35:58",-42.1799977,-21.5389991,
"1714",10,"2016-09-29 21:36:23",-42.1799977,-21.5389991,
"1713",NA,"2016-09-29 22:53:00",-73.3758956704362,10.3430015,
"1712",10,"2016-09-29 23:38:16",-43.2093726,-22.9110136,
"1711",NA,"2016-09-30 00:21:35",-66.1109317,8.0018709,
"1710",11,"2016-09-30 00:40:52",-42.5270801,-19.4777806,
"1709",10,"2016-09-30 01:07:25",-40.2920625,-20.3297248,
"1708",7,"2016-09-30 02:17:17",-48.8486725,-26.3044897,
"1707",5,"2016-09-30 02:45:57",-51.179386,-29.1684795,
"1706",3,"2016-09-30 02:54:21",-55.8939676,-27.3664866,
"1705",NA,"2016-09-30 02:55:28",-38.4812771,-12.9822498,
"1704",7,"2016-09-30 03:06:35",-49.2712361,-25.4295696,
"1703",10,"2016-09-30 03:21:28",-43.1154551,-22.883237,
"1702",NA,"2016-09-30 03:23:50",-36.9182756,-6.8677853,
"1701",10,"2016-09-30 03:38:13",-43.2093726,-22.9110136,
"1700",8,"2016-09-30 03:44:20",-46.6333823,-23.5506506,
"1699",NA,"2016-09-30 04:09:51",-67.1551777560763,18.04970275,
"1698",10,"2016-09-30 04:37:06",-43.3501128,-21.7609532,
"1697",10,"2016-09-30 04:43:21",-43.4293598,-22.7830919,
"1696",10,"2016-09-30 04:59:51",-43.3501128,-21.7609532,
"1695",8,"2016-09-30 05:00:58",-46.6333823,-23.5506506,
"1694",8,"2016-09-30 05:02:20",-47.0608299,-22.9055599,
"1693",10,"2016-09-30 05:20:20",-43.2093726,-22.9110136,
"1692",NA,"2016-09-30 05:27:15",-53.1999999,-10.3333332,
"1691",2,"2016-09-30 05:30:31",-58.4375796,-34.6075797,
"1690",10,"2016-09-30 05:44:19",-43.2093726,-22.9110136,
"1689",NA,"2016-09-30 06:40:07",-74.085237657545,4.63874255,
"1688",NA,"2016-09-30 07:06:06",-95.2131768426748,16.1977499,
"1687",3,"2016-09-30 07:11:54",-55.8333329,-26.8333329,
"1686",2,"2016-09-30 07:28:50",-58.5264865,-34.4739791,
"1685",2,"2016-09-30 08:39:11",-58.4375796,-34.6075797,
"1684",10,"2016-09-30 12:04:52",-43.1154551,-22.883237,
"1683",NA,"2016-09-30 13:19:25",-53.1999999,-10.3333332,
"1682",NA,"2016-09-30 15:08:07",-73.3758956704362,10.3430015,
"1681",NA,"2016-09-30 15:23:50",-49.10074,-5.346282,
"1680",NA,"2016-09-30 15:44:01",-67.5681359,-39.0791513,
"1679",NA,"2016-09-30 16:13:23",-74.085237657545,4.63874255,
"1678",NA,"2016-09-30 16:26:48",-65.4101932,-24.7893822,
"1677",9,"2016-09-30 16:47:15",-49.2452545,-16.8226742,
"1676",NA,"2016-09-30 16:59:08",-67.1493840895268,18.1807757,
"1675",NA,"2016-09-30 17:20:43",-67.8220777,-9.9765361,
"1674",NA,"2016-09-30 17:34:46",-53.1999999,-10.3333332,
"1673",NA,"2016-09-30 18:15:58",-79.3666964,-1.3397667,
"1672",6,"2016-09-30 18:32:29",-54.6162946,-20.4640172,
"1671",8,"2016-09-30 18:40:19",-49.5074489,-20.814141,
"1670",NA,"2016-09-30 18:47:48",-53.1999999,-10.3333332,
"1669",11,"2016-09-30 18:54:59",-43.9450947,-19.9227317,
"1668",2,"2016-09-30 19:25:20",-58.4375796,-34.6075797,
"1667",2,"2016-09-30 19:27:28",-58.4375796,-34.6075797,
"1666",10,"2016-09-30 20:12:13",-43.2093726,-22.9110136,
"1665",2,"2016-09-30 21:27:56",-58.4375796,-34.6075797,
"1664",7,"2016-09-30 21:41:29",-49.3767751,-26.9569974,
"1663",8,"2016-09-30 21:59:36",-45.8872968,-23.180501,
"1662",2,"2016-09-30 22:07:50",-58.6480317,-34.7692489,
"1661",10,"2016-10-01 00:35:52",-43.0309251,-22.8219013,
"1660",8,"2016-10-01 01:02:38",-46.6333823,-23.5506506,
"1659",NA,"2016-10-01 01:31:30",-66.1109317,8.0018709,
"1658",NA,"2016-10-01 07:02:36",-53.1999999,-10.3333332,
"1657",3,"2016-10-01 11:05:56",-58.8328657,-27.4720341,
"1656",10,"2016-10-01 12:24:50",-43.2093726,-22.9110136,
"1655",7,"2016-10-01 16:09:27",-49.2712361,-25.4295696,
"1654",NA,"2016-10-01 16:34:24",-67.1551777560763,18.04970275,
"1653",10,"2016-10-01 16:55:44",-43.2093726,-22.9110136,
"1652",8,"2016-10-01 17:59:42",-46.6333823,-23.5506506,
"1651",10,"2016-10-01 18:56:48",-43.0309251,-22.8219013,
"1650",5,"2016-10-01 21:05:23",-51.0898926,-29.9493352,
"1649",8,"2016-10-02 00:03:39",-47.428086,-21.9980467,
"1648",8,"2016-10-02 01:00:52",-49.4549674,-21.9957876,
"1647",NA,"2016-10-02 01:25:18",-76.9956897677116,-12.09645145,
"1646",3,"2016-10-02 02:06:15",-55.8939676,-27.3664866,
"1645",7,"2016-10-02 03:11:37",-48.5110619,-25.6735329,
"1644",8,"2016-10-02 04:16:49",-46.5244589,-23.4430601,
"1643",1,"2016-10-02 06:17:27",-60.6430356770138,-31.64727895,
"1642",NA,"2016-10-02 07:52:18",-66.1109317,8.0018709,
"1641",NA,"2016-10-02 11:24:31",-46.8197869,-11.6240079,
"1640",8,"2016-10-02 14:45:54",-46.6333823,-23.5506506,
"1639",7,"2016-10-02 15:49:17",-49.3767751,-26.9569974,
"1638",NA,"2016-10-02 17:22:34",-65.9139802845752,18.20669715,
"1637",NA,"2016-10-02 19:15:02",-60.6723217,2.821254,
"1636",NA,"2016-10-02 19:16:13",-34.8781516,-8.064193,
"1635",NA,"2016-10-02 19:54:26",-89.8988086,15.6356088,
"1634",NA,"2016-10-02 20:10:16",-44.2933275,-2.5319223,
"1633",7,"2016-10-02 20:13:19",-48.5110619,-25.6735329,
"1632",10,"2016-10-02 20:55:47",-43.2093726,-22.9110136,
"1631",4,"2016-10-02 22:48:18",-51.2304999,-30.0329999,
"1630",NA,"2016-10-03 00:52:05",-41.7661952,-2.9147514,
"1629",10,"2016-10-03 01:07:01",-43.2093726,-22.9110136,
"1628",NA,"2016-10-03 01:27:02",-66.1109317,8.0018709,
"1627",NA,"2016-10-03 01:34:14",-66.1109317,8.0018709,
"1626",NA,"2016-10-03 01:44:11",-35.2080904,-5.8053979,
"1625",8,"2016-10-03 01:47:57",-47.0608299,-22.9055599,
"1624",NA,"2016-10-03 18:19:54",-40.9922859,-3.7296449,
"1623",8,"2016-10-03 18:31:01",-47.3029059328615,-22.95131185,
"1622",NA,"2016-10-03 20:16:07",-87.5034525829676,20.5843747,
"1621",1,"2016-10-03 21:23:40",-64.1833189,-31.417339,
"1620",NA,"2016-10-03 22:03:17",-53.1999999,-10.3333332,
"1619",NA,"2016-10-03 22:17:25",-100.5,22.5000001,
"1618",10,"2016-10-03 23:13:06",-44.9667114384615,-22.7099999,
"1617",8,"2016-10-03 23:33:47",-49.0705862,-22.3218101,
"1616",NA,"2016-10-04 00:06:44",-72.0447461,-9.7434245,
"1615",8,"2016-10-04 00:30:10",-47.6491699,-22.7252799,
"1614",NA,"2016-10-04 00:43:22",-55.5175956,-11.8508223,
"1613",1,"2016-10-04 00:59:48",-64.296568,-31.1364073,
"1612",5,"2016-10-04 01:41:22",-52.0229803,-27.2314097,
"1611",9,"2016-10-04 01:55:25",-49.364059,-18.0154576,
"1610",7,"2016-10-04 02:16:39",-49.6436981,-27.2159592,
"1609",NA,"2016-10-04 02:22:07",-69.3215666,10.0740372,
"1608",NA,"2016-10-04 02:25:47",-103.9999999,19.166667,
"1607",NA,"2016-10-04 04:05:57",-56.6775661,-36.7213328,
"1606",7,"2016-10-04 04:31:57",-48.5496097,-27.5973001,
"1605",NA,"2016-10-04 04:43:59",-38.6298207,-3.9209337,
"1604",8,"2016-10-04 05:21:32",-45.8872968,-23.180501,
"1603",NA,"2016-10-04 05:22:11",-68.8427993,-32.9252251,
"1602",NA,"2016-10-04 05:24:11",-79.9358317,-6.8358355,
"1601",10,"2016-10-04 05:51:53",-43.2093726,-22.9110136,
"1600",NA,"2016-10-04 06:23:56",-74.085237657545,4.63874255,
"1599",5,"2016-10-04 12:32:22",-50.1313661,-29.9857731,
"1598",NA,"2016-10-04 14:24:27",-56.09913,-15.5986685,
"1597",2,"2016-10-04 16:46:44",-58.4375796,-34.6075797,
"1596",10,"2016-10-04 16:50:28",-43.2093726,-22.9110136,
"1595",10,"2016-10-04 18:59:06",-44.9991894,-21.2425068,
"1594",7,"2016-10-04 19:28:51",-49.2872433,-28.3572697,
"1593",NA,"2016-10-04 19:31:01",-74.085237657545,4.63874255,
"1592",8,"2016-10-04 20:37:58",-46.6333823,-23.5506506,
"1591",10,"2016-10-04 20:43:31",-43.2093726,-22.9110136,
"1590",1,"2016-10-04 21:00:05",-64.1833189,-31.417339,
"1589",NA,"2016-10-04 21:38:10",-87.0750071863356,20.98154135,
"1588",NA,"2016-10-04 22:41:32",-73.104476570627,7.16666325,
"1587",10,"2016-10-04 23:16:45",-43.5552282,-22.7155938,
"1586",NA,"2016-10-05 02:48:53",-103.3911246,20.7211036,
"1585",10,"2016-10-05 03:00:27",-43.2093726,-22.9110136,
"1584",NA,"2016-10-05 03:19:58",-74.6017516675674,10.9107812,
"1583",NA,"2016-10-05 03:30:14",-63.8735437,-8.7494524,
"1582",10,"2016-10-05 03:43:31",-43.2093726,-22.9110136,
"1581",1,"2016-10-05 03:43:44",-60.6430356770138,-31.64727895,
"1580",2,"2016-10-05 03:45:54",-59.4475257,-34.4420478,
"1579",NA,"2016-10-05 03:52:59",-38.6593081,-3.7300562,
"1578",5,"2016-10-05 05:47:54",-51.0898926,-29.9493352,
"1577",10,"2016-10-05 05:48:42",-42.6746518,-22.0495618,
"1576",NA,"2016-10-05 05:53:34",-53.1999999,-10.3333332,
"1575",10,"2016-10-05 06:00:19",-43.4508727,-22.7592174,
"1574",NA,"2016-10-05 12:46:11",-66.9146016,10.506098,
"1573",NA,"2016-10-05 13:48:40",-65.7595287,-23.3161457,
"1572",NA,"2016-10-05 14:49:38",-35.7339263,-9.6476842,
"1571",10,"2016-10-05 15:04:22",-43.7331074,-22.5268468,
"1570",NA,"2016-10-05 15:38:29",-92.7747840052769,18.0271663,
"1569",NA,"2016-10-05 15:58:14",-74.085237657545,4.63874255,
"1568",2,"2016-10-05 16:24:33",-58.5264865,-34.4739791,
"1567",9,"2016-10-05 16:46:34",-49.253269,-16.6808819,
"1566",NA,"2016-10-05 17:20:01",-69.3215666,10.0740372,
"1565",10,"2016-10-05 18:59:15",-40.6585796,-20.3646482,
"1564",NA,"2016-10-05 19:35:13",-34.8781516,-8.064193,
"1563",8,"2016-10-05 19:42:54",-47.1532212,-22.763039,
"1562",NA,"2016-10-05 22:21:35",-35.7339263,-9.6476842,
"1561",5,"2016-10-05 23:06:42",-54.4779286,-27.8643545,
"1560",NA,"2016-10-06 00:12:54",-103.3911246,20.7211036,
"1559",NA,"2016-10-06 00:49:11",-92.7747840052769,18.0271663,
"1558",NA,"2016-10-06 00:55:03",-92.7747840052769,18.0271663,
"1557",NA,"2016-10-06 00:56:43",-92.7747840052769,18.0271663,
"1556",10,"2016-10-06 01:24:22",-41.9449719,-22.5269447,
"1555",1,"2016-10-06 01:51:11",-60.6430356770138,-31.64727895,
"1554",10,"2016-10-06 18:18:10",-43.1926129,-22.5199629,
"1553",NA,"2016-10-06 19:15:37",-81.3066245,8.3096067,
"1552",6,"2016-10-06 19:47:49",-51.1595022,-23.3112877,
"1551",10,"2016-10-06 21:41:28",-40.3016326,-20.2996825,
"1550",2,"2016-10-06 22:15:17",-58.4375796,-34.6075797,
"1549",2,"2016-10-06 22:16:20",-58.4375796,-34.6075797,
"1548",NA,"2016-10-06 22:24:44",-34.9468715,-8.1752475,
"1547",NA,"2016-10-06 22:41:10",-98.9722993896867,18.82294225,
"1546",10,"2016-10-06 23:23:19",-43.2093726,-22.9110136,
"1545",NA,"2016-10-07 00:41:32",-66.1109317,8.0018709,
"1544",11,"2016-10-07 00:44:44",-43.9450947,-19.9227317,
"1543",2,"2016-10-07 02:14:01",-58.4375796,-34.6075797,
"1542",NA,"2016-10-07 03:15:52",-34.8781516,-8.064193,
"1541",NA,"2016-10-07 04:05:37",-92.7747840052769,18.0271663,
"1540",NA,"2016-10-07 04:06:11",-84.8700307,12.3724928,
"1539",8,"2016-10-07 06:36:13",-47.806667,-21.1783329,
"1538",NA,"2016-10-07 06:55:30",-93.1883585891972,18.3623055,
"1537",10,"2016-10-07 07:24:38",-43.0309251,-22.8219013,
"1536",NA,"2016-10-07 12:41:24",-67.4807525,-45.8653442,
"1535",8,"2016-10-07 13:01:16",-46.6333823,-23.5506506,
"1534",NA,"2016-10-07 13:47:11",-92.7747840052769,18.0271663,
"1533",8,"2016-10-07 14:02:59",-46.5244589,-23.4430601,
"1532",8,"2016-10-07 14:17:02",-45.5612791,-23.0314479,
"1531",NA,"2016-10-07 14:19:53",-97.4451246998728,20.53765745,
"1530",10,"2016-10-07 14:24:27",-43.2093726,-22.9110136,
"1529",NA,"2016-10-07 14:25:59",-66.9146016,10.506098,
"1528",NA,"2016-10-07 14:39:07",-92.7747840052769,18.0271663,
"1527",NA,"2016-10-07 14:39:46",-97.9999999,18.833333,
"1526",3,"2016-10-07 14:54:15",-57.6311195,-25.2959915,
"1525",NA,"2016-10-07 15:56:41",-100.5,22.5000001,
"1524",NA,"2016-10-07 17:04:08",-97.8463661,22.2170473,
"1523",NA,"2016-10-07 17:39:59",-64.9912285,-17.0568695,
"1522",NA,"2016-10-07 17:49:40",-64.9912285,-17.0568695,
"1521",NA,"2016-10-07 17:49:41",-66.8558794,-29.412741,
"1520",NA,"2016-10-07 18:13:07",-79.3666964,-1.3397667,
"1519",NA,"2016-10-07 19:05:38",-77.880191910847,-2.4303096,
"1518",7,"2016-10-07 19:33:21",-48.5251853,-25.5121903,
